""ID","Labels","Properties"
"1664","[""Document""]","{""section"":""Rokan Beach"",""id"":""dfbc658b94482e86386ef2b259d400e3"",""text"":""Attractive at any time of day - this is the briefest way to describe this beach. To begin with, you will be charmed by its beautiful view and the warmth of the fine pebbles and sand, so pleasant that walking barefoot becomes a must. You'll equally enjoy relaxing in the shade of a sunshade, swimming in the clear sea, or playing with your little ones, who will create some of their fondest childhood memories here. And don't worry, you don't have to part with your favorite even during lunch, as imaginative and delicious gastronomic treats await you, and in the evening, you can relax with music and treat yourself to a refreshing cocktail."",""embedding"":[-0.023245959,0.052129064,-0.010065059,-0.005264445,-0.03504512,-0.026709368,0.004775476,0.04350397,0.057018306,-0.018273843,0.03753449,0.025597256,0.0043136147,-0.011903688,-0.033989564,-0.06440755,-0.036596656,-0.03684912,-0.04417186,0.029803438,-0.04862707,0.03559908,-0.055456404,-0.036893573,-9.94888E-4,0.024302803,0.020740049,0.023443937,0.043436494,0.043789513,-0.026869193,0.035098396,0.04365586,-0.004358204,0.020831512,0.006399282,0.029287467,-0.05298307,0.041799802,-0.034127425,0.01138923,0.012507203,0.027421003,-0.00885264,-0.006425478,-0.020286005,-0.018178474,-0.04218528,-0.0032065308,-0.005391749,0.012396749,0.02927653,0.061795216,0.010422298,-0.026876446,0.022785954,-0.058632117,0.030306824,-0.0023432195,0.010998244,-0.036792696,0.016733438,-0.009393571,-0.058537908,3.0158943E-5,0.034491196,0.006071323,0.032834955,0.022678293,-0.03763083,-0.0022055272,0.021285964,0.0031970534,-0.058171894,-0.04156504,0.0372841,-0.010720614,0.0145186735,0.0048339013,0.012687364,-0.02683864,0.0051705968,0.034129012,0.0148962755,-0.062452823,-0.025683237,0.01658572,0.03516356,0.02005365,0.0054171816,0.012479071,0.045412984,-0.0021511083,-0.051883563,0.014666241,0.02506532,6.1624206E-4,-0.016539967,0.017437836,0.04010852,-0.0064952467,0.0064742393,0.0027985212,0.03840933,-0.024522645,0.04080975,-0.020470306,-0.0053100497,-0.008481614,0.00918842,-0.005378795,0.006282712,0.016723493,-0.011116843,6.7050953E-4,0.03940948,-0.016477467,0.018670594,-0.044168122,-0.024976257,-0.030741772,0.02990999,0.017857589,-0.0099352,-0.014381133,-0.046331257,-0.020206401,0.0647449,-0.050836388,-0.0038847704,-0.039163496,-0.017542321,0.058211368,0.019350067,-0.0057472773,0.018122599,-0.039019577,-0.027794624,0.0028596262,-0.045420952,0.023004334,0.0045913476,0.014272646,0.08076598,0.040033292,0.04142451,-0.0022860956,0.0064768847,-0.07427944,0.01253421,-0.026367215,-0.03730785,0.00444068,0.026894541,0.010970002,-0.0026917763,-0.026334139,-0.021335656,0.014566309,-0.0035416961,-0.055665083,-0.015969545,0.02200911,0.05252031,0.0255177,-0.027930537,0.010846635,0.015143635,0.008815818,-0.013469488,0.010895165,-0.0028936814,0.0024366782,4.737986E-5,0.0043316167,0.005984186,0.004950377,-0.016458707,0.005843268,-0.0025585636,-0.012295254,0.0056001497,0.016746279,0.009838721,0.01709523,-0.03735743,-0.021904998,-0.035041224,-0.07671712,-0.004727673,0.011577443,0.017005065,0.003503538,-0.021478044,-0.0055284686,0.012160893,-0.017953388,0.0018889677,-0.05527142,-0.042540733,-0.06484166,0.028670195,-0.0038876282,0.04103179,0.052217167,-0.02362454,-0.015216926,0.05387462,0.018396268,0.023403777,0.032985765,-0.006503,-0.023673868,-0.028341398,0.050375327,-0.0061642337,-0.03696417,0.018975295,-0.041065257,0.009505419,-0.012839897,0.0175705,-0.002395664,0.019000947,-0.01858562,0.0043843826,-0.038877532,-0.019927084,0.03316184,0.0046064835,-0.034404613,-0.011811061,0.015169779,0.05876293,0.026449138,0.050728485,0.0125539815,0.010477702,0.0061374516,-0.033060398,-0.007593077,0.038548492,0.07836117,-0.012531947,-0.008221556,0.059753336,0.06300749,-0.009377612,-0.030951208,0.033981476,0.009846131,0.0391585,0.006487465,-0.0048920345,-0.030277908,0.02456085,0.0373582,0.0016249459,-4.0680033E-4,-0.031872533,-0.033661228,0.01306606,-0.021662766,0.018784698,-0.008136758,0.049697977,0.0012473743,-0.013891089,-0.017701205,-0.039667763,-0.045845997,-0.023117958,-0.0482251,-0.008782053,-0.038869508,-0.007094174,0.046603758,-5.4589874E-4,0.060999054,-0.026894,-0.019859854,-0.010522144,-0.020405246,0.05266821,0.01742188,0.018381173,0.004069041,-0.005420585,0.018304685,0.0013626833,-0.032779653,0.040370114,-0.010411602,-0.01706273,0.020973917,-0.02823197,0.032662064,0.020630065,-0.023380265,0.0035856087,0.025090696,-0.017264303,-0.031505622,0.0151641015,-0.01643187,0.032782793,-0.0014238795,0.021914272,0.039789744,0.02544273,0.023936376,0.06481723,0.025763577,-0.022477986,-0.046894528,0.04101871,0.028144376,-0.0012834602,0.021218978,0.028616443,0.025547985,0.011951175,-0.0050762817,0.011194046,5.6485523E-4,0.010649814,0.0038149706,-0.078516126,0.0037647127,-0.025098776,-0.01594172,-0.011824639,0.0070586978,0.013418311,0.036453526,0.052241147,0.003329418,-0.016273974,-0.025074692,0.02396872,-0.006947669,-0.0015084139,-0.009885345,0.021301856,-0.015320907,0.008559837,-0.01714195,0.027090859,-0.02301322,0.0023806875,-0.035581216,0.061861113,0.017466472,-0.008335369,-0.013377602,0.0432873,-0.041851938,-0.023075897,0.024720706,0.044188965,0.03146692,0.017031858,0.060083643,0.0016851737,0.053317916,0.012256868,0.055745713,0.02479829,0.038119633,-0.064257726,0.02133903,-0.0060188267,-0.04381517,0.0028963292,-0.014713694,-0.08899724,0.06303715,0.020820377,0.010551398,0.022098131,0.026127784,-0.059975352,0.028094815,0.07024252,0.0011756534,0.027559964,-0.00697673,0.002502632,-0.018806862,-0.04787417,-0.02533908,0.009012356,0.03383327,0.005979721,-0.03229885,-0.042025916,0.014952996,-0.020247743,0.033902436,-0.019125039,-0.054595,0.028652105,0.0051731085,0.023086896,-0.0354439,0.009531959,-0.020160094,0.014648764,0.031492922,-0.025937172,-0.016036624,-0.034307495,-1.6466925E-4,0.011327893,0.013090086,0.023100587,-0.031639293,0.027154539,-0.006493589,0.007106328,-0.0053816144,0.008413398,-0.024805944,0.013753108,0.0015682596,-0.024614597,-0.036868393,-0.03509948,0.08461843,0.003369314,-0.05352933,0.016746122,-0.019466143,-0.021499831,-0.03558122,-0.008393422,0.08217396,-0.057800025,-0.008092769,-0.027671715,0.033819936,0.09132446,-0.0014617293,0.0016766762,0.007227353,-0.052905526,0.006116511,0.027935995,-0.011835531,-0.05329359,0.025491502,-0.027760118,0.029787723,-0.014834785,-0.03140122,-0.040832892,-0.030834163,-0.0075841146,0.025147798,-0.045741312,0.034756087,0.028896363,0.006480289,0.014913871,-0.012849963,0.011614742,-0.057445694,-0.0025362764,0.054155875,0.02580103,-0.014195683,0.03061943,0.049549907,-0.049252473,-0.008441341,-0.023662817,0.011780437,0.02382812,-0.045402817,-0.00696492,-0.032472104,0.0053568957,0.0069099814,0.020626148,-0.0032082729,-0.03960253,0.0353046,0.035795104,-0.0028412028,0.035169713,0.02270022,-0.02070528,-0.0036839505,-0.026756184,0.026646504,-0.06110239,-0.046383813,0.0026180868,-0.0044939443,-0.018950308,0.05084581,-0.005450024,0.0030827706,-0.013693537,-0.0035576068,-0.03247692,-0.037457034,0.01166763,0.03441781,0.024120303,-0.020489555,-0.0028266471,-0.0042231935,-0.03328703,0.036749523,0.0104219895,0.0149916,-0.039824765,-0.0047439444,0.06497478,0.023259621,-0.06267616,-1.3105352E-4,0.029176107,0.029138522,-0.009652742,-0.010998541,-0.020997074,-0.058671914,-0.087400034,-0.029809969,-0.05343235,-0.036449015,-0.010077953,0.0027742125,-0.023195395,0.0109022595,0.014989523,-0.01033631,0.063436374,-0.048974972,-0.0148077635,-0.025426475,-0.016667407,-2.9850268E-4,0.029894115,-0.011259784,0.027979137,0.011195054,0.024871072,0.020133207,0.022201808,-0.007925469,0.01849781,-0.026547024,0.0080639515,-0.005644874,0.016304791,-0.01023776,0.020353982,-0.050485723,0.052258432,-0.009044923,-0.023845501,-0.022793075,-0.0075371824,-0.018596468,-0.0022649877,0.007135129,-0.022161985,-0.04483375,-0.036205705,0.037476014,0.01841604,-0.021148862,-0.008916812,-0.08494296,-0.03523497,-0.046939563,0.054702073,-0.006197134,-0.020892454,-0.040369783,0.028900184,0.0077749216,0.026357599,-0.04672728,0.067339994,-0.01093009,-0.027153797,-0.07211237,0.013555484,0.032960903,0.009866637,-0.058173396,-0.002314865,-0.016910799,0.010393193,-0.032047607,-0.074034594,-0.06709614,0.03547292,0.008823075,-0.035087574,0.038921088,0.0031065797,-0.020638825,-0.05668459,0.045159623,0.062880054,-0.031096939,0.0043151076,-0.019447839,-0.002725067,-0.009313438,0.0031825101,0.01909947,0.0037059153,0.017577482,0.013853588,-0.06954896,0.005257298,0.009437279,-0.062938735,-0.014158317,0.02587384,-0.012330826,-0.033168066,-0.033455126,0.04739479,-0.008724247,0.019534683,0.020069782,0.0036186534,0.017565433,0.0047412664,-0.002148984,0.031067185,-0.035827488,-0.042601667,9.7614754E-4,0.0085571045,-0.02024406,-0.008516559,0.016474765,0.0041504744,0.0277926,0.0247194,4.329266E-5,-0.02587507,0.01970408,0.03271717,0.04606895,-0.013434955,0.029673548,0.035382304,-0.028038125,-0.016805315,-0.04930441,0.092467904,-0.028279712,-0.010061419,-3.349162E-4,-0.012838179,0.04095256,-0.0140302675,-0.033244506,0.03961439,-0.025104553,-0.0666537,-0.05797543,-0.059871644,-0.045292616,0.011275342,0.011341877,0.006841674,-0.04147028,0.0025943,0.021092508,0.03776326,0.06999153,-0.016551282,0.030091176,-0.033613052,-0.059294946,0.012730437,0.025690403,-0.016074711,0.027267938,0.02811551,-0.023660092,-0.04854968,0.055606212,0.027831601,0.015954655,0.030969769,0.023627302,0.010349789,0.023580827,0.033608183,-0.0023591458,0.040617842,0.007046946,-0.03131936,-0.052298624,0.029109912,0.012290307,0.011040103,0.06894444,-0.013893347,-0.022177868,0.027083315,-0.0021479274,-0.010195436,0.028050566,-0.015128598,-0.013452215,-0.020007249,0.0041521294,0.028042676,0.031860374,0.022067891,0.0013325199,-0.0063173827,0.0011366416,0.005539932,0.009924134,-0.009498783,0.016365735,0.047030475,0.0053616557,0.002028787,0.0064794277,-0.019333504,-0.00932504,-0.002212532,-0.02877101,-0.04645801,0.0070653316,-0.025226472,-0.014618363,0.030396419,-0.07433075,0.014061074,-0.06679216,-0.027650889,0.01906064,-0.02926785,-0.0014959475,3.712229E-4,-0.011977441,-0.022556996,0.0015032651,-0.033790205,0.057410985,-0.02670327,-0.026555462,0.021335147,-0.006027208,0.02685129,0.0091407215,-0.024764597,0.034101494,0.028180053,0.018108854,-0.051155,-0.05004272,0.014868568,-0.02452099,0.016841134,-0.040158562,-0.026564853,0.02351353,0.0030834305,0.008368043,-0.03780901,0.029480971,0.005825011,0.01501583,0.0069066267,-0.048177846,-0.0092502795,-0.01914449,-0.01585305,0.012678153,-0.01982947,0.027254585,0.021011695,-0.003434189,0.051891424,-0.0114861205,0.05465566,-0.013771412,-9.395795E-4,-0.037543543,0.012458799,0.036207814,0.0024749448,0.005289018,0.0053784726,-0.02687998,0.006041337,-0.01290494,0.031594064,0.030632041,-5.379185E-4,0.006202333,-0.031635143,0.010783993,0.007115782,-0.01526301,-0.036597602,-0.009874459,-0.008462297,-0.011483503,-0.03218016,0.012687069,-0.025249982,0.026905209,-0.009698939,0.01535449,-0.036992364,0.021814376,-0.029382365,0.0033290149,0.06526376,0.033117328,-0.014540811,0.005144577,-0.03406733,0.029998567,-0.0027857204,0.035244036,0.0291043,-0.05753891,-0.014311097,-0.023046706,-0.018195637,0.07797526,-0.025349986,-0.03831831,0.015186148,-0.020544125,-0.021740858,-0.018800043,-0.027333599,0.0071254107,-0.0022995044,-0.0076647177,-0.025106428,-0.02576861,0.0059826383,0.0064717126,0.0040756846,0.02359112,0.034917895,-0.0146367755,0.025873484,0.062107556,-0.05620442,-0.026551647,-0.034636047,0.009470836,-0.009671495,0.0094254585,-0.0039601484,0.030228058,0.0017302467,-0.045133725,-0.018571395,0.018715141,-0.011627854,-0.020498322,-0.009677631,-0.0025441777,8.249356E-4,0.03453042,-0.009618345,-0.016097523,-0.010055143,-0.032079447,-0.037083447,-0.012051434,-6.922732E-4,-0.061094467,0.012518261,-0.03272222,-0.059833933,-0.024618575,-0.010064305,0.0240958,-0.0096111065,0.023282617,-0.032678712,0.0040375153,0.015096006,-0.009053754,0.009388741,-0.025196174,0.013093972,0.013338518,0.06286941,-0.0031926853,0.009417484,-0.0033236681,-0.028064918,0.039668176,-0.008865777,0.08053621,0.01237111,-0.024181703,0.021519061,0.026149984,-0.025781287,0.009143536,0.033090185,0.00888135,0.0068083243,0.009013375,-0.029581813,-0.008680039,-0.044964828,0.040984053,-0.015311148,0.001964461,0.001591101,-0.045160275,-0.0015808878,-0.0791367,0.2572448,0.022694487,0.020210199,-0.018381558,-0.008884328,0.041139852,0.04596282,-0.0022423393,0.011864997,-0.012773598,0.07224853,-0.033506386,-0.0054840674,0.047726482,0.044066187,0.022825662,-0.016200516,0.021675814,0.051227264,-0.020185567,-0.004233028,0.020693678,0.061413586,0.015304615,0.0029381686,0.020078879,-5.039306E-4,-0.029767837,-0.040419724,-0.03206103,0.029417742,-0.07605775,0.020857742,0.002305527,-0.020078288,0.004834984,-0.032735255,-0.02275228,-0.026720384,-0.0224443,-0.037596285,0.028121283,0.008542017,-0.0049473266,0.0104913125,0.04158225,-0.027294416,0.024702266,0.005539363,-0.02496398,0.01801899,-0.046831995,0.041058842,-0.0082135685,-0.045530055,0.014315691,0.019951662,-0.023824489,-0.009721665,0.0053629186,-0.007861217,-0.015888559,-0.036469936,0.03872769,-0.048541673,0.037624728,0.010108483,0.0038907009,-0.029372882,-0.054165732,-0.017204912,-0.049249854,-0.012494928,-0.030497437,0.03356276,-0.0077365316,-0.009088138,0.0014166307,0.01801205,-0.0022101544,0.004130318,-0.035351753,-0.027442452,0.050067194,0.0058338414,0.04455137,-0.017263236,0.013343606,-0.018658621,0.0011993592,0.038711265,0.022054188,0.010381081,-0.023670176,0.0079826],""city"":""Crikvenica""}"
"1665","[""__Entity__"",""Characteristic""]","{""id"":""imaginative and delicious gastronomic treats""}"
"1666","[""__Entity__"",""Activity""]","{""id"":""relaxing in the shade of a sunshade""}"
"1667","[""__Entity__"",""Activity""]","{""id"":""relaxing with music""}"
"1668","[""__Entity__"",""Location""]","{""id"":""this beach""}"
"1669","[""__Entity__"",""Activity""]","{""id"":""walking barefoot""}"
"1670","[""__Entity__"",""Activity""]","{""id"":""swimming in the clear sea""}"
"1671","[""__Entity__"",""Activity""]","{""id"":""treating yourself to a refreshing cocktail""}"
"1672","[""__Entity__"",""Activity""]","{""id"":""playing with your little ones""}"
"1673","[""__Entity__"",""Characteristic""]","{""id"":""fine pebbles and sand""}"
"1674","[""__Entity__"",""Characteristic""]","{""id"":""beautiful view""}"
